Website,Status,Archived Block Message[0],Archived Block Message[1],Block Message Screenshot,Website Archives[0],Website Archives[1]
http://www.dailyhelmsman.com,Unavailable,https://archive.fo/Meg9q,,,,
http://www.dailynebraskan.com,Unavailable,,,,,
http://www.dailystarjournal.com,Unavailable,,,,,
http://www.dailytoreador.com,Unavailable,https://archive.fo/7XU7g,,,,
http://www.dailyuw.com,Unavailable,,,,,
https://www.dansvilleonline.com,Available,,,,,
http://www.dchieftain.com,Unavailable,,,,,
https://www.ddtonline.com,Available,https://archive.fo/NxTLn,,,,
http://www.delconewsnetwork.com,Unavailable,,,,,
http://www.derbyinformer.com,Unavailable,,,,,
http://www.desototimes.com,Unavailable,,,,,
http://www.devilslakejournal.com,Unavailable,,,,,
https://www.djournal.com,Unavailable,,,,,
http://www.dnronline.com,Unavailable,,,,,
http://www.dodgeglobe.com,Unavailable,,,,,
https://www.donaldsonvillechief.com,Available,,,,,
https://www.doverpost.com,Available,,,,,
http://www.dyersvillecommercial.com,Unavailable,,,,,
http://www.easterniowashoppingnews.com,Unavailable,,,,,
https://www.eastpeoriatimescourier.com,Available,https://archive.fo/yM3GP,,,,
http://www.eastvalleytribune.com,Unavailable,https://archive.is/i7m3k,,,,
https://www.echo-pilot.com,Available,,,,,
http://www.egcitizen.com,Unavailable,https://archive.is/3trSv,,,,
http://www.eldoradotimes.com,Unavailable,,,,,
http://www.elextratx.com,Unavailable,,,,,
https://www.ellwoodcityledger.com,Available,,,,,
http://www.elnuevoheraldo.com,Unavailable,https://archive.fo/lXI8g,,,,
http://www.elpasoinc.com,Unavailable,,,,,
http://www.emissourian.com,Unavailable,https://archive.fo/eLdtO,,,,
http://www.emporiagazette.com,Unavailable,,,,,
http://www.enterprise-journal.com,Unavailable,,,,,
http://www.enterprisepub.com,Unavailable,https://archive.fo/p8na2,,,,
http://www.esubulletin.com,Unavailable,,,,,
https://www.eveningtribune.com,Available,https://archive.fo/8QkRe,,,,
http://www.examiner.net,Unavailable,,,,,
http://www.fairfaxtimes.com,Unavailable,,,,,
https://www.fbherald.com,Unavailable,,,,,
https://www.feastmagazine.com,Unavailable,https://archive.is/Oc9b1,,,,
http://www.floydct.com,Unavailable,,,,,
https://www.fltimes.com,Unavailable,,,,,
http://www.forthoodsentinel.com,Unavailable,https://archive.fo/qgQYF,,,,
http://www.fortworthbusiness.com,Unavailable,https://archive.fo/VqdvQ,,,,
https://www.fosters.com,Available,,,,,
https://www.fowlertribune.com,Available,,,,,
http://www.galesburg.com,Unavailable,,,,,
http://www.galtheraldonline.com,Unavailable,,,,,
https://www.galvanews.com,Available,,,,,
http://www.gannett.com,Unavailable,,,,,
http://www.gazettes.com,Unavailable,https://archive.fo/AoJ1f,,,,
http://www.gctelegram.com,Unavailable,,,,,
https://www.geneseorepublic.com,Available,,,,,
http://www.gettysburgtimes.com,Unavailable,,,,,
http://www.gladstonedispatch.com,Unavailable,https://archive.fo/NXlag,,,,
http://www.glendalestar.com,Unavailable,https://archive.fo/ZXK5v,,,,
http://www.goerie.com,Unavailable,,,,,
http://www.goldenstatenewspapers.com,Unavailable,,,,,
https://www.grandrapidsmn.com,Unavailable,,,,,
https://www.granitefallsnews.com,Available,,,,,
http://www.greenacressells.com,Unavailable,https://archive.fo/cGumy,,,,
https://www.greenwichtime.com,Available,,,,,
http://www.greenwooddemocrat.com,Unavailable,,,,,
http://www.gridleyherald.com,Available,,,,,
http://www.groupetva.ca,Unavailable,,,,,
http://www.gwcommonwealth.com,Unavailable,,,,,
http://www.hamburgreporter.com,Unavailable,,,,,
http://www.hannapub.com,Unavailable,,,,,
http://www.hannibal.net,Unavailable,,,,,
http://www.hartfordcitynewstimes.com,Unavailable,,,,,
http://www.hastingstribune.com,Unavailable,,,,,
http://www.hdnews.net,Unavailable,,,,,
http://www.helena-arkansas.com,Unavailable,,,,,
https://www.herald-dispatch.com,Unavailable,,,,,
https://www.heraldbulletin.com,Unavailable,,,,,
http://www.heraldnews.com,Unavailable,,,,,
http://www.hiawathaworldonline.com,Unavailable,,,,,
https://www.hibbingmn.com,Unavailable,,,,,
http://www.hidesertstar.com,Unavailable,,,,,
http://www.hillsborobanner.com,Unavailable,,,,,
http://www.hillsdale.net,Unavailable,,,,,
http://www.hngnews.com,Unavailable,,,,,
https://www.hockessincommunitynews.com,Available,,,,,
http://www.holtindependent.com,Unavailable,,,,,
http://www.hopestar.com,Unavailable,,,,,
https://www.hpj.com,Unavailable,,,,,
http://www.hsvvoice.com,Unavailable,,,,,
http://www.hutchnews.com,Unavailable,,,,,
http://www.ifiberone.com,Unavailable,,,,,
http://www.independentnews.com,Unavailable,,,,,
http://www.independentri.com,Available,,,,,
http://www.indexjournal.com,Unavailable,,,,,
http://www.indianapolisrecorder.com,Unavailable,,,,,
http://www.insidenova.com,Unavailable,,,,,
http://www.insideradio.com,Available,,,,,
http://www.ioniannews.com,Unavailable,,,,,
http://www.iosconews.com,Unavailable,,,,,
http://www.iowastatedaily.com,Available,,,,,
http://www.jacksonnewspapers.com,Unavailable,,,,,
http://www.jcdailyunion.com,Unavailable,,,,,
http://www.jewishaz.com,Unavailable,,,,,
http://www.journal-times.com,Unavailable,https://archive.fo/d1SrB,,,,
http://www.journaldemocrat.com,Unavailable,,,,,
https://www.journaldequebec.com,Available,,,,,
http://www.journalreview.com,Unavailable,,,,,
http://www.journalstandard.com,Unavailable,,,,,
http://www.kagstv.com,Unavailable,,,,,
http://www.kansan.com,Unavailable,,,,,
http://www.kelownadailycourier.ca,Available,,,,,
https://www.kentuckybarkleynews.com,Unavailable,,,,,
http://www.kentuckynewera.com,Unavailable,,,,,
http://www.kentwired.com,Unavailable,,,,,
http://www.kiiitv.com,Unavailable,,,,,
http://www.kiowacountysignal.com,Unavailable,,,,,
http://www.kirksvilledailyexpress.com,Unavailable,,,,,
http://www.kmaland.com,Available,,,,,
http://www.kodiakdailymirror.com,Unavailable,,,,,
https://www.kokomotribune.com,Unavailable,,,,,
http://www.kykernel.com,Unavailable,,,,,
http://www.ladowntownnews.com,Unavailable,https://archive.fo/7Kp67,,,,
https://www.laduenews.com,Unavailable,,,,,
https://www.lajuntatribunedemocrat.com,Available,,,,,
http://www.lakecountyexam.com,Unavailable,,,,,
https://www.lakegenevanews.net,Unavailable,,,,,
http://www.lakenewsonline.com,Unavailable,,,,,
http://www.laloyolan.com,Unavailable,,,,,
https://www.laramieboomerang.com,Unavailable,,,,,
https://www.latimes.com,Available,https://archive.fo/odnEN,https://web.archive.org/web/20180811182650/http://www.tronc.com/gdpr/latimes.com/,,,
http://www.leader-news.com,Unavailable,,,,,
http://www.leavenworthtimes.com,Unavailable,,,,,
http://www.leeclarion.com,Unavailable,,,,,
https://www.leesvilledailyleader.com,Available,,,,,
http://www.lenconnect.com,Unavailable,,,,,
http://www.lincolncourier.com,Unavailable,,,,,
http://www.linkbostonhomes.com,Unavailable,,,,,
http://www.linncountyleader.com,Unavailable,,,,,
http://www.lmtonline.com,Unavailable,,,,,
http://www.lsunow.com,Unavailable,,,,,
http://www.magnoliareporter.com,Unavailable,,,,,
http://www.mainlinemedianews.com,Unavailable,,,,,
http://www.malibutimes.com,Unavailable,,,,,
http://www.manchesterpress.com,Unavailable,,,,,
http://www.mankatofreepress.com,Unavailable,,,,,
http://www.manoanow.org,Unavailable,,,,,
http://www.marinscope.com,Available,,,,,
http://www.marysvilleonline.net,Unavailable,,,,,
http://www.maryvilleforum.com,Unavailable,,,,,
https://www.mcdonoughvoice.com,Available,,,,,
http://www.mcphersonsentinel.com,Unavailable,,,,,
http://www.mebaneenterprise.com,Unavailable,,,,,
https://www.messagemedia.co,Unavailable,https://archive.fo/0dmsw,https://web.archive.org/web/20180807160552/http://www.tronc.com/gdpr/mcall.com/,,,
http://www.messenger-inquirer.com,Unavailable,,,,,
http://www.mexicoledger.com,Unavailable,,,,,
http://www.michigansthumb.com,Unavailable,,,,,
https://www.middletownpress.com,Available,,,,,
https://www.middletowntranscript.com,Available,,,,,
https://www.milfordbeacon.com,Available,,,,,
http://www.milforddailynews.com,Unavailable,,,,,
http://www.mingomessenger.com,Unavailable,,,,,
http://www.minicassia.com,Unavailable,,,,,
http://www.mississippivalleypublishing.com,Unavailable,,,,,
http://www.moabsunnews.com,Unavailable,,,,,
http://www.moberlymonitor.com,Unavailable,https://archive.fo/oBl8n,,,,
http://www.mohavedailynews.com,Unavailable,,,,,
https://www.monroecopost.com,Available,,,,,
http://www.monroenews.com,Unavailable,,,,,
http://www.montanakaimin.com,Unavailable,,,,,
https://www.montenews.com,Available,,,,,
http://www.montereycountyweekly.com,Unavailable,,,,,
http://www.montgomerynews.com,Unavailable,,,,,
http://www.morning-times.com,Unavailable,,,,,
http://www.morningsun.net,Unavailable,,,,,
https://www.mortontimesnews.com,Available,https://archive.fo/SxHOH,,,,
https://www.moscowvillager.com,Available,,,,,
http://www.mountain-news.com,Unavailable,https://archive.is/fkNLr,,,,
https://www.mpnnow.com,Available,,,,,
http://www.mrt.com,Unavailable,,,,,
https://www.mtshastanews.com,Available,,,,,
http://www.mycouriertribune.com,Unavailable,,,,,
http://www.mypatriotnews.com,Unavailable,,,,,
http://www.myplainview.com,Unavailable,,,,,
http://www.mytownneo.com,Unavailable,,,,,
http://www.ncnewsonline.com,Unavailable,https://archive.fo/IgsRA,,,,
http://www.ncnewspress.com,Unavailable,,,,,
https://www.neagle.com,Available,,,,,
http://www.neoshodailynews.com,Unavailable,https://archive.fo/klnaM,,,,
http://www.nevadaiowajournal.com,Unavailable,,,,,
http://www.newcomerstown-news.com,Unavailable,,,,,
https://www.newjerseyhills.com,Unavailable,,,,,
http://www.newportindependent.com,Unavailable,,,,,
http://www.newportplaintalk.com,Unavailable,,,,,
http://www.news-bulletin.com,Unavailable,,,,,
http://www.news-graphic.com,Unavailable,,,,,
http://www.newsbug.info,Unavailable,,,,,
http://www.newsminer.com,Unavailable,,,,,
http://www.newsoforange.com,Unavailable,,,,,
http://www.newspressnow.com,Unavailable,,,,,
https://www.newsrecord.org,Unavailable,,,,,
http://www.newsrepublican.com,Unavailable,https://archive.fo/DGYj3,,,,
https://www.newstimes.com,Available,,,,,
http://www.newstrib.com,Available,,,,,
http://www.newstribune.info,Unavailable,,,,,
https://www.nhregister.com,Available,,,,,
http://www.northneighbornews.com,Unavailable,,,,,
http://www.northwestgeorgianews.com,Unavailable,,,,,
http://www.norwichbulletin.com,Unavailable,,,,,
http://www.nydailynews.com,Available,,,,,
http://www.ocolly.com,Unavailable,,,,,
http://www.oconeeenterprise.com,Unavailable,,,,,
http://www.oleantimesherald.com,Unavailable,,,,,
https://www.olneydailymail.com,Available,https://archive.fo/TuLus,https://web.archive.org/web/20180811095120/http://www.tronc.com/gdpr/nydailynews.com/,,,
http://www.orangemedianetwork.com,Unavailable,,,,,
https://www.oriongazette.com,Available,,,,,
http://www.oswegocountynewsnow.com,Unavailable,,,,,
http://www.ottawaherald.com,Unavailable,,,,,
http://www.oudaily.com,Unavailable,,,,,
http://www.ourmidland.com,Unavailable,,,,,
https://www.paducahsun.com,Unavailable,,,,,
http://www.paris-express.com,Unavailable,,,,,
http://www.parispi.net,Unavailable,,,,,
http://www.patriotledger.com,Unavailable,,,,,
http://www.pbcommercial.com,Unavailable,,,,,
https://www.pekintimes.com,Available,,,,,
http://www.pentictonherald.ca,Available,,,,,
http://www.perryvillenews.com,Unavailable,,,,,
http://www.philadelphiaweekly.com,Unavailable,,,,,
https://www.phillytrib.com,Unavailable,,,,,
http://www.picayune-times.com,Unavailable,,,,,
http://www.pinecitymn.com,Unavailable,,,,,
http://www.poconorecord.com,Unavailable,,,,,
https://www.pontiacdailyleader.com,Available,https://archive.fo/sX0UY,,,,
http://www.portlavacawave.com,Unavailable,,,,,
https://www.postsouth.com,Available,,,,,
http://www.pratttribune.com,Unavailable,,,,,
http://www.pressandguide.com,Unavailable,,,,,
http://www.pressargus.com,Unavailable,,,,,
https://www.pressmentor.com,Available,,,,,
http://www.progress-index.com,Unavailable,,,,,
http://www.providencejournal.com,Unavailable,,,,,
https://www.ptleader.com,Available,,,,,
https://www.qchron.com,Unavailable,,,,,
https://www.redwoodfallsgazette.com,Available,,,,,
http://www.reflector-online.com,Unavailable,,,,,
http://www.republic-online.com,Unavailable,,,,,
http://www.reviewatlas.com,Unavailable,,,,,
https://www.ridgecrestca.com,Available,,,,,
http://www.riograndesun.com,Unavailable,,,,,
http://www.rrobserver.com,Available,,,,,
http://www.rrstar.com,Unavailable,,,,,
http://www.salamancapress.com,Unavailable,,,,,
http://www.salina.com,Unavailable,,,,,
http://www.sandmountainreporter.com,Unavailable,,,,,
http://www.sanfernandosun.com,Unavailable,,,,,
https://www.santafenewmexican.com,Unavailable,,,,,
https://www.scsuntimes.com,Available,,,,,
https://www.seacoastonline.com,Available,,,,,
http://www.seattlepi.com,Unavailable,,,,,
http://www.sekvoice.com,Unavailable,,,,,
http://www.sentinel-standard.com,Unavailable,,,,,
http://www.shipnc.com,Unavailable,,,,,
https://www.shorelinemedia.net,Unavailable,,,,,
http://www.siftingsherald.com,Unavailable,,,,,
https://www.siskiyoudaily.com,Available,,,,,
http://www.sj-r.com,Unavailable,,,,,
http://www.sjnewsonline.com,Unavailable,,,,,
https://www.sleepyeyenews.com,Available,,,,,
https://www.somdnews.com,Unavailable,,,,,
http://www.sonomawest.com,Unavailable,,,,,
http://www.sooeveningnews.com,Unavailable,,,,,
http://www.southcoasttoday.com,Unavailable,,,,,
http://www.southeastsun.com,Unavailable,,,,,
http://www.southerndigest.com,Unavailable,,,,,
http://www.southernminn.com,Unavailable,,,,,
http://www.southjerseylocalnews.com,Unavailable,,,,,
https://www.stamfordadvocate.com,Available,,,,,
http://www.standard-journal.com,Unavailable,,,,,
http://www.starbeacon.com,Unavailable,,,,,
https://www.starcourier.com,Available,,,,,
http://www.steubencourier.com,Unavailable,https://archive.is/1Tddz,,,,
https://www.stjamesnews.com,Available,,,,,
http://www.stlamerican.com,Unavailable,,,,,
https://www.stljewishlight.com,Unavailable,,,,,
http://www.sturgisjournal.com,Unavailable,,,,,
http://www.stuttgartdailyleader.com,Unavailable,,,,,
http://www.sulphurdailynews.com,Unavailable,,,,,
http://www.sunad.com,Available,,,,,
http://www.suncoastnews.com,Unavailable,,,,,
http://www.suncommercial.com,Unavailable,,,,,
https://www.sussexcountian.com,Available,,,,,
http://www.swiowanewssource.com,Unavailable,,,,,
http://www.swtimes.com,Unavailable,,,,,
https://www.taftmidwaydriller.com,Available,,,,,
http://www.tauntongazette.com,Unavailable,,,,,
http://www.tdtnews.com,Unavailable,,,,,
http://www.technicianonline.com,Unavailable,,,,,
http://www.tehachapinews.com,Unavailable,,,,,
http://www.telegraphherald.com,Unavailable,,,,,
https://www.teutopolispress.com,Available,,,,,
https://www.the-leader.com,Available,,,,,
http://www.the-messenger.com,Unavailable,,,,,
http://www.thearabtribune.com,Unavailable,,,,,
http://www.thebatt.com,Unavailable,,,,,
http://www.theblacksheartimes.com,Unavailable,,,,,
https://www.thecarbondalenews.com,Available,,,,,
https://www.theclarionnews.com,Unavailable,,,,,
http://www.thecolgatemaroonnews.com,Unavailable,,,,,
http://www.thecourierexpress.com,Unavailable,,,,,
http://www.thecrier.net,Unavailable,,,,,
http://www.thedailyreporter.com,Unavailable,,,,,
https://www.thedaonline.com,Unavailable,,,,,
https://www.thederrick.com,Unavailable,,,,,
http://www.theeastcarolinian.com,Unavailable,https://archive.fo/ZfL62,,,,
http://www.theflume.com,Unavailable,,,,,
http://www.thegardnernews.com,Unavailable,,,,,
http://www.thegurdontimes.com,Unavailable,,,,,
http://www.thehawkeye.com,Unavailable,,,,,
https://www.thehour.com,Available,,,,,
https://www.theintell.com,Available,,,,,
http://www.theintelligencer.com,Unavailable,,,,,
http://www.thejournal-news.net,Available,,,,,
http://www.thekansan.com,Unavailable,,,,,
http://www.themountainmail.com,Unavailable,,,,,
http://www.thenewsenterprise.com,Unavailable,,,,,
http://www.thenewsherald.com,Unavailable,https://archive.fo/aFIb3,,,,
http://www.thepauwwow.org,Unavailable,https://archive.fo/YFb5e,,,,
http://www.theperrychief.com,Unavailable,,,,,
https://www.thepilot.com,Unavailable,,,,,
http://www.theprogressnews.com,Unavailable,,,,,
https://www.therecordherald.com,Available,,,,,
http://www.thereflector.com,Unavailable,,,,,
http://www.therolladailynews.com,Unavailable,,,,,
http://www.theshorthorn.com,Unavailable,,,,,
http://www.thesuburban.com,Unavailable,https://archive.is/FQuDw,,,,
http://www.thesuburbanite.com,Unavailable,,,,,
https://www.thesunchronicle.com,Available,,,,,
http://www.thesuntimes.com,Unavailable,,,,,
